PersonID,registered,party_reg,vote_intent,right_track,rcv_familiarity,most_important_issue,rcv_difficulty,ideo_self_id,education,age_cat,gender,borough,method_combined,morales_combined,stringer_combined,wiley_combined,garcia_combined,adams_combined,donovan_combined,yang_combined,other_combined,impact_of_rcv_exp,race,age_weight,gender_weight,edu_weight,boro_weight,race_weight,weight,age,morales,stringer,wiley,garcia,adams,donovan,yang,other
660,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Jobs,Easy,Somewhat liberal or progressive,Graduate or professional degree,65+,Female,Manhattan,Plan to vote by absentee ballot,Not Ranked,3,2,1,Not Ranked,4,5,Not Ranked,Much more likely,White,4,1,3,3,1,0.796887942,2,,3,2,1,,4,5,
944,Yes,The Democratic party,I will definitely vote,Right direction,Not too familiar,Housing,Very easy,Somewhat liberal or progressive,High school graduate,65+,Male,Bronx,Plan to vote in-person on June 22,Not Ranked,4,3,Not Ranked,5,2,Not Ranked,Not Ranked,Much more likely,Black,4,2,1,1,3,1.13741182,2,,4,3,,5,2,,
775,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Crime,Very easy,Moderate,Associates or other two-year degree,35-54,Male,Queens,Plan to vote early in-person,4,Not Ranked,Not Ranked,3,1,Not Ranked,Not Ranked,2,Much less likely,Hispanic,2,2,1,4,2,1.158603738,1,4,,,3,1,,,2
247,Yes,The Democratic party,I will definitely vote,Not sure,Not too familiar,Crime,Not sure,Moderate,Associates or other two-year degree,65+,Male,Queens,Plan to vote early in-person,2,1,Not Ranked,5,3,Not Ranked,4,Not Ranked,Much less likely,Hispanic,4,2,1,4,2,1.31035969,2,2,1,,5,3,,4,
248,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Crime,Very easy,Somewhat conservative,"Some college, but no degree",65+,Female,Queens,Plan to vote in-person on June 22,3,Not Ranked,Not Ranked,4,1,Not Ranked,2,5,Much more likely,Black,4,1,1,4,3,1.578256906,2,3,,,4,1,,2,5
942,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Crime,Easy,Moderate,High school graduate,55-64,Male,Queens,Plan to vote in-person on June 22,5,Not Ranked,1,2,3,Not Ranked,Not Ranked,Not Ranked,Much more likely,Hispanic,3,2,1,4,2,1.28409715,2,5,,1,2,3,,,
382,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Police reform,Very easy,Somewhat liberal or progressive,Graduate or professional degree,65+,Female,Brooklyn,Plan to vote early in-person,Not Ranked,Not Ranked,2,1,4,5,Not Ranked,Not Ranked,No change,White,4,1,3,2,1,0.815969318,2,,,2,1,4,5,,
128,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Crime,Easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),18-34,Male,Brooklyn,Not sure,3,Not Ranked,1,2,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Much more likely,Hispanic,1,2,2,2,2,0.954010867,1,3,,1,2,,,,
902,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Police reform,Easy,Very liberal or progressive,Graduate or professional degree,18-34,Male,Bronx,Plan to vote early in-person,Not Ranked,2,1,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,No change,Black,1,2,3,1,3,0.905549846,1,,2,1,,,,,
812,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Hard,Very conservative,"Some college, but no degree",55-64,Male,Staten Island,Plan to vote in-person on June 22,Not Ranked,4,Not Ranked,1,3,5,2,Not Ranked,No change,White,3,2,1,5,1,0.683641424,2,,4,,1,3,5,2,
158,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Healthcare,Very easy,Very liberal or progressive,"Some college, but no degree",55-64,Male,Queens,Plan to vote in-person on June 22,3,Not Ranked,5,4,1,Not Ranked,2,Not Ranked,No change,White,3,2,1,4,1,1.278030677,2,3,,5,4,1,,2,
104,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Police reform,Very easy,Somewhat conservative,Four-year college graduate (bachelors degree),55-64,Female,Brooklyn,Plan to vote in-person on June 22,Not Ranked,3,Not Ranked,5,1,4,Not Ranked,Not Ranked,Much more likely,White,3,1,2,2,1,0.834007843,2,,3,,5,1,4,,
876,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Police reform,Easy,Somewhat liberal or progressive,Associates or other two-year degree,35-54,Male,Queens,Plan to vote in-person on June 22,5,Not Ranked,Not Ranked,1,3,Not Ranked,2,Not Ranked,No change,Hispanic,2,2,1,4,2,1.158603738,1,5,,,1,3,,2,
600,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Very easy,Very liberal or progressive,Graduate or professional degree,65+,Female,Manhattan,Plan to vote early in-person,2,Not Ranked,1,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,No change,White,4,1,3,3,1,0.796887942,2,2,,1,,,,,
731,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Housing,Very easy,Very liberal or progressive,Graduate or professional degree,18-34,Female,Queens,Plan to vote by absentee ballot,1,3,2,4,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Much more likely,White,1,1,3,4,1,1.085581459,1,1,3,2,4,,,,
764,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Housing,Easy,Moderate,Associates or other two-year degree,35-54,Female,Queens,Plan to vote early in-person,Not Ranked,Not Ranked,2,Not Ranked,3,5,4,Not Ranked,No change,Black,2,1,1,4,3,1.395475124,1,,,2,,3,5,4,
572,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Housing,Very easy,Somewhat liberal or progressive,"Some college, but no degree",35-54,Male,Manhattan,Plan to vote early in-person,Not Ranked,Not Ranked,2,1,4,5,Not Ranked,Not Ranked,Much more likely,White,2,2,1,3,1,0.987372377,1,,,2,1,4,5,,
156,Yes,The Democratic party,I will definitely vote,Right direction,Not too familiar,Crime,Very easy,Somewhat liberal or progressive,First to eleventh grade,35-54,Male,Manhattan,Plan to vote early in-person,Not Ranked,Not Ranked,Not Ranked,Not Ranked,1,Not Ranked,Not Ranked,Not Ranked,Much more likely,Hispanic,2,2,1,3,2,0.992059172,1,,,,,1,,,
330,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Very easy,Moderate,"Some college, but no degree",35-54,Male,Brooklyn,NA,Not Ranked,5,Not Ranked,4,1,2,3,Not Ranked,No change,Black,2,2,1,2,3,1.170219824,1,,5,,4,1,2,3,
621,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Homelessness,Very easy,Very liberal or progressive,Graduate or professional degree,55-64,Female,Manhattan,NA,2,3,1,4,Not Ranked,5,Not Ranked,Not Ranked,Much more likely,Black,3,1,3,3,3,0.903887786,2,2,3,1,4,,5,,
6,Yes,The Democratic party,I will definitely vote,Right direction,Not familiar at all,Housing,Easy,Somewhat liberal or progressive,Associates or other two-year degree,35-54,Male,Queens,Plan to vote early in-person,3,4,1,Not Ranked,2,Not Ranked,5,Not Ranked,Much more likely,Hispanic,2,2,1,4,2,1.158603738,1,3,4,1,,2,,5,
130,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Crime,Easy,Moderate,High school graduate,65+,Male,Bronx,Plan to vote in-person on June 22,Not Ranked,2,3,Not Ranked,4,1,Not Ranked,Not Ranked,Much more likely,Black,4,2,1,1,3,1.13741182,2,,2,3,,4,1,,
159,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Housing,Hard,Somewhat liberal or progressive,"Some college, but no degree",65+,Female,Queens,Plan to vote in-person on June 22,Not Ranked,Not Ranked,Not Ranked,1,2,4,Not Ranked,5,Not sure,Hispanic,4,1,1,4,2,1.370012082,2,,,,1,2,4,,5
245,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Very easy,Moderate,High school graduate,35-54,Male,Bronx,Plan to vote in-person on June 22,Not Ranked,Not Ranked,1,5,2,4,Not Ranked,Not Ranked,Much more likely,Black,2,2,1,1,3,1.005685382,1,,,1,5,2,4,,
654,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Housing,Hard,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),18-34,Female,Manhattan,Plan to vote early in-person,4,2,1,5,3,Not Ranked,Not Ranked,Not Ranked,Much more likely,Hispanic,1,1,2,3,2,0.974115875,1,4,2,1,5,3,,,
603,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Police reform,Easy,Somewhat liberal or progressive,"Some college, but no degree",65+,Male,Manhattan,NA,Not Ranked,Not Ranked,2,1,Not Ranked,Not Ranked,Not Ranked,Not Ranked,No change,White,4,2,1,3,1,1.116700144,2,,,2,1,,,,
236,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Education/Schools,Very easy,Somewhat liberal or progressive,"Some college, but no degree",65+,Female,Queens,Plan to vote early in-person,Not Ranked,Not Ranked,Not Ranked,1,2,Not Ranked,3,Not Ranked,No change,Hispanic,4,1,1,4,2,1.370012082,2,,,,1,2,,3,
912,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Easy,Very conservative,"Some college, but no degree",55-64,Male,Queens,Plan to vote in-person on June 22,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,1,Not Ranked,Not Ranked,No change,Black,3,2,1,4,3,1.479282717,2,,,,,,1,,
676,Yes,The Democratic party,I will definitely vote,Wrong track,Not too familiar,COVID-19/coronavirus,Hard,Moderate,Four-year college graduate (bachelors degree),35-54,Female,Manhattan,Plan to vote in-person on June 22,1,2,4,5,Not Ranked,Not Ranked,Not Ranked,Not Ranked,No change,White,2,1,2,3,1,0.734903989,1,1,2,4,5,,,,
316,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Housing,Easy,Very liberal or progressive,Graduate or professional degree,18-34,Male,Brooklyn,Plan to vote in-person on June 22,2,Not Ranked,1,3,Not Ranked,5,4,Not Ranked,Somewhat more likely,Hispanic,1,2,3,2,2,0.91466987,1,2,,1,3,,5,4,
745,Yes,The Democratic party,I will definitely vote,Wrong track,Not too familiar,Police reform,Very easy,Moderate,Four-year college graduate (bachelors degree),55-64,Female,Queens,Plan to vote early in-person,Not Ranked,4,Not Ranked,Not Ranked,3,1,2,Not Ranked,Much more likely,Black,3,1,2,4,3,1.101034215,2,,4,,,3,1,2,
975,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Jobs,Very easy,Somewhat liberal or progressive,Associates or other two-year degree,35-54,Male,Bronx,Plan to vote in-person on June 22,Not Ranked,3,2,Not Ranked,5,4,1,Not Ranked,Much more likely,White,2,2,1,1,1,0.868864859,1,,3,2,,5,4,1,
826,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Transportation,Hard,Very liberal or progressive,Four-year college graduate (bachelors degree),18-34,Female,Staten Island,Plan to vote early in-person,4,1,2,3,Not Ranked,Not Ranked,Not Ranked,5,No change,White,1,1,2,5,1,0.605673341,1,4,1,2,3,,,,5
891,Yes,The Democratic party,I will definitely vote,Not sure,Not too familiar,Crime,Very easy,Moderate,High school graduate,55-64,Female,Bronx,Plan to vote in-person on June 22,Not Ranked,4,1,Not Ranked,5,3,Not Ranked,Not Ranked,No change,Black,3,1,1,1,3,1.16535694,2,,4,1,,5,3,,
53,Yes,The Democratic party,I will definitely vote,Not sure,Not too familiar,Homelessness,Not sure,Somewhat liberal or progressive,Graduate or professional degree,65+,Female,Manhattan,Not sure,Not Ranked,Not Ranked,3,1,Not Ranked,2,Not Ranked,Not Ranked,No change,White,4,1,3,3,1,0.796887942,2,,,3,1,,2,,
175,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Education/Schools,Hard,Very liberal or progressive,Graduate or professional degree,35-54,Female,Brooklyn,Plan to vote early in-person,Not Ranked,Not Ranked,3,2,1,Not Ranked,4,Not Ranked,No change,Black,2,1,3,2,3,0.835080099,1,,,3,2,1,,4,
14,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Housing,Easy,Moderate,Graduate or professional degree,35-54,Female,Brooklyn,Plan to vote in-person on June 22,Not Ranked,2,Not Ranked,Not Ranked,1,Not Ranked,Not Ranked,3,No change,Black,2,1,3,2,3,0.835080099,1,,2,,,1,,,3
184,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Easy,Moderate,Graduate or professional degree,35-54,Male,Brooklyn,Plan to vote in-person on June 22,Not Ranked,Not Ranked,Not Ranked,1,Not Ranked,Not Ranked,Not Ranked,Not Ranked,No change,AAPI,2,2,3,2,4,1.005231308,1,,,,1,,,,
722,Yes,The Democratic party,I will definitely vote,Right direction,Not sure,COVID-19/coronavirus,Easy,Somewhat conservative,Associates or other two-year degree,55-64,Male,Manhattan,NA,4,5,3,1,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Somewhat less likely,Hispanic,3,2,1,3,2,1.099513417,2,4,5,3,1,,,,
122,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Easy,Moderate,Four-year college graduate (bachelors degree),18-34,Female,Staten Island,Plan to vote in-person on June 22,Not Ranked,3,5,Not Ranked,1,4,2,Not Ranked,No change,Hispanic,1,1,2,5,2,0.608548312,1,,3,5,,1,4,2,
504,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Very easy,Somewhat conservative,"Some college, but no degree",65+,Male,Brooklyn,Plan to vote in-person on June 22,Not Ranked,Not Ranked,Not Ranked,2,1,5,4,Not Ranked,Much more likely,White,4,2,1,2,1,1.143439381,2,,,,2,1,5,4,
177,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Very easy,Very conservative,High school graduate,55-64,Male,Brooklyn,Plan to vote in-person on June 22,Not Ranked,4,Not Ranked,3,2,Not Ranked,1,Not Ranked,Somewhat less likely,White,3,2,1,2,1,1.120522297,2,,4,,3,2,,1,
18,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Housing,Easy,Not sure,High school graduate,65+,Female,Manhattan,Plan to vote early in-person,Not Ranked,5,4,3,1,Not Ranked,2,Not Ranked,No change,Black,4,1,1,3,3,1.351388907,2,,5,4,3,1,,2,
505,Yes,The Democratic party,I will definitely vote,Right direction,Not too familiar,Jobs,Easy,Somewhat conservative,High school graduate,35-54,Male,Brooklyn,Plan to vote by absentee ballot,2,3,Not Ranked,Not Ranked,4,Not Ranked,5,Not Ranked,Somewhat more likely,Hispanic,2,2,1,2,2,1.015813897,1,2,3,,,4,,5,
845,Yes,The Democratic party,I will definitely vote,Not sure,Not too familiar,Something else (please specify),Not sure,Not sure,High school graduate,55-64,Female,Staten Island,Plan to vote early in-person,Not Ranked,Not Ranked,Not Ranked,Not Ranked,1,Not Ranked,Not Ranked,Not Ranked,No change,White,3,1,1,5,1,0.714763296,2,,,,,1,,,
113,Yes,The Democratic party,I will definitely vote,Not sure,Not too familiar,Something else (please specify),Very easy,Very liberal or progressive,Graduate or professional degree,65+,Male,Manhattan,Plan to vote by absentee ballot,3,1,2,4,Not Ranked,5,Not Ranked,Not Ranked,Somewhat more likely,Other,4,2,3,3,5,0.530826998,2,3,1,2,4,,5,,
589,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Housing,Very easy,Very liberal or progressive,Four-year college graduate (bachelors degree),65+,Female,Manhattan,Plan to vote in-person on June 22,Not Ranked,Not Ranked,2,1,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Much more likely,White,4,1,2,3,1,0.831163004,2,,,2,1,,,,
637,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Transportation,Easy,Very liberal or progressive,Four-year college graduate (bachelors degree),65+,Male,Manhattan,Plan to vote in-person on June 22,Not Ranked,2,Not Ranked,Not Ranked,1,Not Ranked,Not Ranked,Not Ranked,No change,White,4,2,2,3,1,0.794972914,2,,2,,,1,,,
231,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Housing,Very easy,Very liberal or progressive,Associates or other two-year degree,65+,Male,Queens,Plan to vote in-person on June 22,1,3,2,4,Not Ranked,5,Not Ranked,Not Ranked,Much more likely,Hispanic,4,2,1,4,2,1.31035969,2,1,3,2,4,,5,,
595,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Hard,Moderate,Four-year college graduate (bachelors degree),35-54,Female,Manhattan,Plan to vote by absentee ballot,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,1,Not Ranked,No change,AAPI,2,1,2,3,4,1.070563061,1,,,,,,,1,
624,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Police reform,Very easy,Very liberal or progressive,High school graduate,35-54,Male,Manhattan,Plan to vote in-person on June 22,Not Ranked,2,1,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Much more likely,White,2,2,1,3,1,0.987372377,1,,2,1,,,,,
533,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Housing,Very easy,Very liberal or progressive,Four-year college graduate (bachelors degree),65+,Male,Manhattan,Plan to vote early in-person,Not Ranked,3,1,2,Not Ranked,4,Not Ranked,Not Ranked,No change,White,4,2,2,3,1,0.794972914,2,,3,1,2,,4,,
974,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Police reform,Hard,Moderate,"Some college, but no degree",55-64,Male,Bronx,Plan to vote by absentee ballot,2,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Somewhat more likely,Hispanic,3,2,1,1,2,0.967546382,2,2,,,,,,,
482,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,COVID-19/coronavirus,Easy,Somewhat liberal or progressive,Associates or other two-year degree,55-64,Male,Brooklyn,Plan to vote early in-person,5,1,Not Ranked,Not Ranked,2,4,3,Not Ranked,No change,Black,3,2,1,2,3,1.296971425,2,5,1,,,2,4,3,
696,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Crime,Very easy,Somewhat liberal or progressive,Associates or other two-year degree,35-54,Male,Manhattan,Plan to vote in-person on June 22,Not Ranked,Not Ranked,Not Ranked,2,1,4,5,Not Ranked,Much more likely,White,2,2,1,3,1,0.987372377,1,,,,2,1,4,5,
120,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Police reform,Very easy,Very liberal or progressive,"Some college, but no degree",65+,Female,Queens,Plan to vote in-person on June 22,4,Not Ranked,5,1,3,Not Ranked,2,Not Ranked,No change,White,4,1,1,4,1,1.36353972,2,4,,5,1,3,,2,
512,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Housing,Not sure,Somewhat liberal or progressive,"Some college, but no degree",55-64,Male,Brooklyn,Plan to vote in-person on June 22,5,Not Ranked,3,2,4,Not Ranked,1,Not Ranked,Not sure,Hispanic,3,2,1,2,2,1.12584112,2,5,,3,2,4,,1,
671,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Housing,Easy,Very liberal or progressive,Graduate or professional degree,65+,Male,Manhattan,Plan to vote early in-person,Not Ranked,1,Not Ranked,2,3,4,Not Ranked,Not Ranked,No change,Other,4,2,3,3,5,0.530826998,2,,1,,2,3,4,,
846,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Police reform,Not sure,Somewhat liberal or progressive,Associates or other two-year degree,65+,Female,Staten Island,NA,2,Not Ranked,5,3,4,Not Ranked,1,Not Ranked,No change,Other,4,1,1,5,5,0.507977534,2,2,,5,3,4,,1,
882,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Jobs,Very easy,Not sure,Graduate or professional degree,65+,Female,Bronx,Plan to vote early in-person,2,1,3,4,Not Ranked,Not Ranked,Not Ranked,Not Ranked,No change,Hispanic,4,1,3,1,2,0.704571577,2,2,1,3,4,,,,
754,Yes,The Democratic party,I will definitely vote,Wrong track,Not too familiar,Crime,Not sure,Somewhat liberal or progressive,High school graduate,65+,Female,Queens,Plan to vote early in-person,2,3,Not Ranked,1,Not Ranked,4,5,Not Ranked,No change,White,4,1,1,4,1,1.36353972,2,2,3,,1,,4,5,
580,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Police reform,Easy,Very liberal or progressive,Graduate or professional degree,18-34,Female,Manhattan,Plan to vote in-person on June 22,3,Not Ranked,1,Not Ranked,Not Ranked,Not Ranked,Not Ranked,2,No change,White,1,1,3,3,1,0.929533548,1,3,,1,,,,,2
345,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,COVID-19/coronavirus,Easy,Very liberal or progressive,"Some college, but no degree",65+,Female,Queens,Plan to vote early in-person,Not Ranked,Not Ranked,3,2,1,Not Ranked,Not Ranked,Not Ranked,No change,White,4,1,1,4,1,1.36353972,2,,,3,2,1,,,
391,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Police reform,Very easy,Very liberal or progressive,Four-year college graduate (bachelors degree),18-34,Female,Brooklyn,Plan to vote early in-person,3,4,1,Not Ranked,Not Ranked,Not Ranked,Not Ranked,2,Not sure,White,1,1,2,2,1,0.99272873,1,3,4,1,,,,,2
766,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Something else (please specify),Very easy,Moderate,High school graduate,55-64,Female,Queens,Plan to vote early in-person,4,Not Ranked,3,Not Ranked,1,2,Not Ranked,Not Ranked,No change,Black,3,1,1,4,3,1.546625106,2,4,,3,,1,2,,
379,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Crime,Hard,Very liberal or progressive,Four-year college graduate (bachelors degree),65+,Male,Brooklyn,Plan to vote by absentee ballot,Not Ranked,2,Not Ranked,3,1,5,Not Ranked,Not Ranked,No change,Black,4,2,2,2,3,0.942190693,2,,2,,3,1,5,,
776,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Hard,Moderate,"Some college, but no degree",35-54,Male,Queens,Plan to vote early in-person,Not Ranked,4,Not Ranked,2,1,3,Not Ranked,Not Ranked,Somewhat less likely,White,2,2,1,4,1,1.153130134,1,,4,,2,1,3,,
163,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Housing,Easy,Somewhat conservative,Associates or other two-year degree,18-34,Female,Manhattan,Plan to vote in-person on June 22,4,Not Ranked,5,3,Not Ranked,2,1,Not Ranked,Somewhat more likely,Hispanic,1,1,1,3,2,1.368342644,1,4,,5,3,,2,1,
7,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Education/Schools,Easy,Moderate,Graduate or professional degree,65+,Female,Brooklyn,Plan to vote by absentee ballot,5,Not Ranked,Not Ranked,Not Ranked,1,3,4,Not Ranked,Somewhat more likely,Black,4,1,3,2,3,0.944460357,2,5,,,,1,3,4,
800,Yes,The Democratic party,I will definitely vote,Not sure,Not familiar at all,Education/Schools,Easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),55-64,Male,Staten Island,Plan to vote early in-person,Not Ranked,3,Not Ranked,4,2,5,Not Ranked,Not Ranked,No change,Black,3,2,2,5,3,0.563318527,2,,3,,4,2,5,,
109,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Very easy,Moderate,"Some college, but no degree",55-64,Male,Brooklyn,Plan to vote in-person on June 22,Not Ranked,5,Not Ranked,2,3,4,1,Not Ranked,Much more likely,White,3,2,1,2,1,1.120522297,2,,5,,2,3,4,1,
410,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Police reform,Very easy,Very liberal or progressive,"Some college, but no degree",65+,Female,Queens,Plan to vote early in-person,1,5,2,3,Not Ranked,4,Not Ranked,Not Ranked,No change,White,4,1,1,4,1,1.36353972,2,1,5,2,3,,4,,
339,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Jobs,Easy,Somewhat liberal or progressive,Graduate or professional degree,35-54,Male,Brooklyn,Plan to vote early in-person,Not Ranked,Not Ranked,1,4,2,3,Not Ranked,5,No change,AAPI,2,2,3,2,4,1.005231308,1,,,1,4,2,3,,5
338,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Easy,Somewhat conservative,Graduate or professional degree,35-54,Female,Manhattan,Plan to vote in-person on June 22,Not Ranked,Not Ranked,Not Ranked,2,1,Not Ranked,3,Not Ranked,No change,White,2,1,3,3,1,0.704598406,1,,,,2,1,,3,
334,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Police reform,Hard,Moderate,Graduate or professional degree,35-54,Male,Brooklyn,Plan to vote in-person on June 22,Not Ranked,Not Ranked,1,Not Ranked,2,Not Ranked,Not Ranked,Not Ranked,Somewhat less likely,Black,2,2,3,2,3,0.798719453,1,,,1,,2,,,
160,Yes,The Democratic party,I will definitely vote,Not sure,Not too familiar,Crime,Very easy,Not sure,"Some college, but no degree",55-64,Female,Brooklyn,Plan to vote in-person on June 22,3,Not Ranked,2,Not Ranked,1,Not Ranked,4,Not Ranked,Not sure,Black,3,1,1,2,3,1.356014333,2,3,,2,,1,,4,
93,Yes,The Democratic party,I will definitely vote,Right direction,Not familiar at all,Crime,Very easy,Very conservative,Vocational or technical school,35-54,Male,Brooklyn,Plan to vote in-person on June 22,Not Ranked,2,Not Ranked,Not Ranked,1,Not Ranked,4,5,Much more likely,Black,2,2,1,2,3,1.170219824,1,,2,,,1,,4,5
579,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Hard,Somewhat liberal or progressive,Graduate or professional degree,18-34,Male,Manhattan,Plan to vote early in-person,Not Ranked,3,1,2,5,Not Ranked,Not Ranked,Not Ranked,Somewhat more likely,AAPI,1,2,3,3,4,1.295128457,1,,3,1,2,5,,,
213,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Crime,Very easy,Very liberal or progressive,Associates or other two-year degree,35-54,Male,Brooklyn,Plan to vote early in-person,5,4,3,Not Ranked,1,Not Ranked,2,Not Ranked,Much more likely,White,2,2,1,2,1,1.011014876,1,5,4,3,,1,,2,
52,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Jobs,Very easy,Very liberal or progressive,Four-year college graduate (bachelors degree),35-54,Female,Brooklyn,Plan to vote in-person on June 22,5,4,2,1,Not Ranked,Not Ranked,3,Not Ranked,No change,White,2,1,2,2,1,0.752501167,1,5,4,2,1,,,3,
455,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Transportation,Easy,Very liberal or progressive,"Some college, but no degree",65+,Female,Queens,Plan to vote by absentee ballot,2,Not Ranked,1,3,Not Ranked,Not Ranked,Not Ranked,Not Ranked,No change,White,4,1,1,4,1,1.36353972,2,2,,1,3,,,,
241,Yes,The Democratic party,I will definitely vote,Not sure,Not too familiar,Crime,Hard,Moderate,"Some college, but no degree",65+,Female,Queens,Plan to vote in-person on June 22,5,Not Ranked,1,Not Ranked,3,4,Not Ranked,Not Ranked,No change,White,4,1,1,4,1,1.36353972,2,5,,1,,3,4,,
976,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Housing,Very easy,Very liberal or progressive,Four-year college graduate (bachelors degree),18-34,Male,Manhattan,Plan to vote early in-person,1,Not Ranked,2,Not Ranked,Not Ranked,3,Not Ranked,Not Ranked,Much more likely,Hispanic,1,2,2,3,2,0.931701402,1,1,,2,,,3,,
336,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,COVID-19/coronavirus,Very Hard,Very liberal or progressive,"Some college, but no degree",65+,Female,Queens,Plan to vote by absentee ballot,3,2,5,1,Not Ranked,4,Not Ranked,Not Ranked,No change,White,4,1,1,4,1,1.36353972,2,3,2,5,1,,4,,
518,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Housing,Easy,Very liberal or progressive,Four-year college graduate (bachelors degree),65+,Female,Manhattan,Plan to vote in-person on June 22,Not Ranked,3,4,1,2,5,Not Ranked,Not Ranked,No change,White,4,1,2,3,1,0.831163004,2,,3,4,1,2,5,,
