PersonID,age,age_cat,borough,candidate_AndrewYang,candidate_DianneMorales,candidate_EricAdams,candidate_KathrynGarcia,candidate_MayaWiley,candidate_RayMcGuire,candidate_ScottStringer,candidate_ShaunDonovan,candidate_overvote,education,gender,ideo_self_id,impact_of_rcv_exp,method,most_important_issue,other,party_reg,race,rank_limit,rcv_difficulty,rcv_familiarity,registered,right_track,vote_intent,weight
149,1,35-54,Bronx,,4,5,3,2,1,,,,"Some college, but no degree",Female,Somewhat liberal or progressive,No change,Plan to vote early in-person,Crime,,The Democratic party,Black,5,Very easy,Moderately familiar,Yes,Right direction,I will definitely vote,1.051467879
682,2,65+,Manhattan,,,,1,,,3,2,,"Some college, but no degree",Female,Very liberal or progressive,No change,Plan to vote in-person on June 22,Housing,,The Democratic party,White,5,Very easy,Moderately familiar,Yes,Wrong track,I will definitely vote,1.167536442
784,2,65+,Staten Island,1,,5,4,,,3,2,,High school graduate,Female,Moderate,No change,Not sure,Crime,,The Democratic party,White,5,Very easy,Not familiar at all,Yes,Not sure,I will definitely vote,0.729381738
622,2,65+,Manhattan,,2,,3,1,,,4,,Four-year college graduate (bachelors degree),Male,Very liberal or progressive,Much more likely,Plan to vote in-person on June 22,Education/Schools,4.0,The Democratic party,Hispanic,5,Easy,Very familiar,Yes,Wrong track,I will definitely vote,0.79874644
545,2,65+,Manhattan,1,,2,3,4,,5,,,Four-year college graduate (bachelors degree),Other,Moderate,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,Black,5,Easy,Not too familiar,Yes,Wrong track,I will definitely vote,1.161077089
240,2,65+,Bronx,,,,1,2,,,,,High school graduate,Female,Not sure,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,Black,5,Very easy,Very familiar,Yes,Not sure,I will definitely vote,1.189190989
373,1,18-34,Brooklyn,3,1,5,2,4,,,,,Four-year college graduate (bachelors degree),Female,Very liberal or progressive,Much more likely,Plan to vote in-person on June 22,Jobs,,The Democratic party,Hispanic,5,Very easy,Moderately familiar,Yes,Right direction,I will definitely vote,0.99744095
936,1,35-54,Bronx,4,,1,,3,2,,5,,Graduate or professional degree,Female,Moderate,No change,Plan to vote early in-person,Crime,,The Democratic party,Black,5,Very easy,Not too familiar,Yes,Wrong track,I will definitely vote,0.717666742
661,2,65+,Manhattan,,4,5,3,1,,2,,,Four-year college graduate (bachelors degree),Female,Very liberal or progressive,No change,Plan to vote early in-person,Police reform,,The Democratic party,White,5,Not sure,Very familiar,Yes,Wrong track,I will definitely vote,0.831163004
2,2,55-64,Bronx,4,,2,1,,5,,3,,"Some college, but no degree",Male,Moderate,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,Black,5,Very easy,Very familiar,Yes,Right direction,I will definitely vote,1.114615542
124,2,55-64,Bronx,,,1,,3,2,,,,Associates or other two-year degree,Female,Somewhat liberal or progressive,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,Other,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,0.701194793
461,1,35-54,Brooklyn,,,,1,,,,,,Four-year college graduate (bachelors degree),Female,Very liberal or progressive,No change,Plan to vote early in-person,Police reform,,The Democratic party,White,5,Hard,Moderately familiar,Yes,Not sure,I will definitely vote,0.752501167
925,2,55-64,Bronx,,,,1,,,,,,Vocational or technical school,Female,Moderate,Somewhat less likely,Plan to vote by absentee ballot,Crime,,The Democratic party,Hispanic,5,Not sure,Not sure,Yes,Right direction,I will definitely vote,1.011592651
157,2,65+,Brooklyn,2,5,,1,,,4,3,,"Some college, but no degree",Female,Somewhat liberal or progressive,Much more likely,Plan to vote in-person on June 22,Crime,,The Democratic party,Hispanic,5,Very easy,Very familiar,Yes,Not sure,I will definitely vote,1.201167635
537,1,35-54,Manhattan,,,,1,,,,,,Four-year college graduate (bachelors degree),Male,Very liberal or progressive,No change,Plan to vote by absentee ballot,Crime,,The Democratic party,AAPI,5,Hard,Moderately familiar,Yes,Wrong track,I will definitely vote,1.023949131
660,2,65+,Manhattan,5,,,1,2,,3,4,,Graduate or professional degree,Female,Somewhat liberal or progressive,Much more likely,Plan to vote by absentee ballot,Jobs,,The Democratic party,White,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,0.796887942
944,2,65+,Bronx,,,5,,3,1,4,2,,High school graduate,Male,Somewhat liberal or progressive,Much more likely,Plan to vote in-person on June 22,Housing,,The Democratic party,Black,5,Very easy,Not too familiar,Yes,Right direction,I will definitely vote,1.13741182
775,1,35-54,Queens,,3,1,2,,4,,,,Associates or other two-year degree,Male,Moderate,Much less likely,Plan to vote early in-person,Crime,2.0,The Democratic party,Hispanic,5,Very easy,Very familiar,Yes,Right direction,I will definitely vote,1.158603738
247,2,65+,Queens,4,2,3,5,,,1,,,Associates or other two-year degree,Male,Moderate,Much less likely,Plan to vote early in-person,Crime,,The Democratic party,Hispanic,5,Not sure,Not too familiar,Yes,Not sure,I will definitely vote,1.31035969
248,2,65+,Queens,2,3,1,4,,,,,,"Some college, but no degree",Female,Somewhat conservative,Much more likely,Plan to vote in-person on June 22,Crime,5.0,The Democratic party,Black,5,Very easy,Very familiar,Yes,Not sure,I will definitely vote,1.578256906
942,2,55-64,Queens,,5,3,2,1,4,,,,High school graduate,Male,Moderate,Much more likely,Plan to vote in-person on June 22,Crime,,The Democratic party,Hispanic,5,Easy,Moderately familiar,Yes,Right direction,I will definitely vote,1.28409715
382,2,65+,Brooklyn,,,4,1,2,3,,5,,Graduate or professional degree,Female,Somewhat liberal or progressive,No change,Plan to vote early in-person,Police reform,,The Democratic party,White,5,Very easy,Very familiar,Yes,Right direction,I will definitely vote,0.815969318
128,1,18-34,Brooklyn,,3,,2,1,,,,,Four-year college graduate (bachelors degree),Male,Somewhat liberal or progressive,Much more likely,Not sure,Crime,,The Democratic party,Hispanic,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,0.954010867
902,1,18-34,Bronx,,,,,1,,2,,,Graduate or professional degree,Male,Very liberal or progressive,No change,Plan to vote early in-person,Police reform,,The Democratic party,Black,5,Easy,Very familiar,Yes,Wrong track,I will definitely vote,0.905549846
812,2,55-64,Staten Island,2,,3,1,,,4,5,,"Some college, but no degree",Male,Very conservative,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Hard,Very familiar,Yes,Wrong track,I will definitely vote,0.683641424
158,2,55-64,Queens,2,3,1,4,5,,,,,"Some college, but no degree",Male,Very liberal or progressive,No change,Plan to vote in-person on June 22,Healthcare,,The Democratic party,White,5,Very easy,Very familiar,Yes,Right direction,I will definitely vote,1.278030677
104,2,55-64,Brooklyn,,,1,5,,2,3,4,,Four-year college graduate (bachelors degree),Female,Somewhat conservative,Much more likely,Plan to vote in-person on June 22,Police reform,,The Democratic party,White,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,0.834007843
876,1,35-54,Queens,2,5,3,1,,4,,,,Associates or other two-year degree,Male,Somewhat liberal or progressive,No change,Plan to vote in-person on June 22,Police reform,,The Democratic party,Hispanic,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,1.158603738
600,2,65+,Manhattan,,2,,,1,,,,,Graduate or professional degree,Female,Very liberal or progressive,No change,Plan to vote early in-person,Crime,,The Democratic party,White,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,0.796887942
731,1,18-34,Queens,,1,,4,2,,3,,,Graduate or professional degree,Female,Very liberal or progressive,Much more likely,Plan to vote by absentee ballot,Housing,,The Democratic party,White,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,1.085581459
764,1,35-54,Queens,4,,3,,2,1,,5,,Associates or other two-year degree,Female,Moderate,No change,Plan to vote early in-person,Housing,,The Democratic party,Black,5,Easy,Moderately familiar,Yes,Right direction,I will definitely vote,1.395475124
572,1,35-54,Manhattan,,,4,1,2,3,,5,,"Some college, but no degree",Male,Somewhat liberal or progressive,Much more likely,Plan to vote early in-person,Housing,,The Democratic party,White,5,Very easy,Moderately familiar,Yes,Not sure,I will definitely vote,0.987372377
156,1,35-54,Manhattan,,,1,,,,,,,First to eleventh grade,Male,Somewhat liberal or progressive,Much more likely,Plan to vote early in-person,Crime,,The Democratic party,Hispanic,5,Very easy,Not too familiar,Yes,Right direction,I will definitely vote,0.992059172
330,1,35-54,Brooklyn,3,,1,4,,,5,2,,"Some college, but no degree",Male,Moderate,No change,,Crime,,The Democratic party,Black,5,Very easy,Moderately familiar,Yes,Wrong track,I will definitely vote,1.170219824
621,2,55-64,Manhattan,,2,,4,1,,3,5,,Graduate or professional degree,Female,Very liberal or progressive,Much more likely,,Homelessness,,The Democratic party,Black,5,Very easy,Moderately familiar,Yes,Not sure,I will definitely vote,0.903887786
6,1,35-54,Queens,5,3,2,,1,,4,,,Associates or other two-year degree,Male,Somewhat liberal or progressive,Much more likely,Plan to vote early in-person,Housing,,The Democratic party,Hispanic,5,Easy,Not familiar at all,Yes,Right direction,I will definitely vote,1.158603738
130,2,65+,Bronx,,,4,,3,,2,1,,High school graduate,Male,Moderate,Much more likely,Plan to vote in-person on June 22,Crime,,The Democratic party,Black,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,1.13741182
159,2,65+,Queens,,,2,1,,3,,4,,"Some college, but no degree",Female,Somewhat liberal or progressive,Not sure,Plan to vote in-person on June 22,Housing,5.0,The Democratic party,Hispanic,5,Hard,Very familiar,Yes,Wrong track,I will definitely vote,1.370012082
245,1,35-54,Bronx,,,2,5,1,3,,4,,High school graduate,Male,Moderate,Much more likely,Plan to vote in-person on June 22,Crime,,The Democratic party,Black,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,1.005685382
654,1,18-34,Manhattan,,4,3,5,1,,2,,,Four-year college graduate (bachelors degree),Female,Somewhat liberal or progressive,Much more likely,Plan to vote early in-person,Housing,,The Democratic party,Hispanic,5,Hard,Very familiar,Yes,Not sure,I will definitely vote,0.974115875
603,2,65+,Manhattan,,,,1,2,,,,,"Some college, but no degree",Male,Somewhat liberal or progressive,No change,,Police reform,,The Democratic party,White,5,Easy,Moderately familiar,Yes,Right direction,I will definitely vote,1.116700144
236,2,65+,Queens,3,,2,1,,4,,,,"Some college, but no degree",Female,Somewhat liberal or progressive,No change,Plan to vote early in-person,Education/Schools,,The Democratic party,Hispanic,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,1.370012082
912,2,55-64,Queens,,,,,,,,1,,"Some college, but no degree",Male,Very conservative,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,Black,5,Easy,Very familiar,Yes,Wrong track,I will definitely vote,1.479282717
676,1,35-54,Manhattan,,1,,5,4,3,2,,,Four-year college graduate (bachelors degree),Female,Moderate,No change,Plan to vote in-person on June 22,COVID-19/coronavirus,,The Democratic party,White,5,Hard,Not too familiar,Yes,Wrong track,I will definitely vote,0.734903989
316,1,18-34,Brooklyn,4,2,,3,1,,,5,,Graduate or professional degree,Male,Very liberal or progressive,Somewhat more likely,Plan to vote in-person on June 22,Housing,,The Democratic party,Hispanic,5,Easy,Very familiar,Yes,Not sure,I will definitely vote,0.91466987
745,2,55-64,Queens,2,,3,,,5,4,1,,Four-year college graduate (bachelors degree),Female,Moderate,Much more likely,Plan to vote early in-person,Police reform,,The Democratic party,Black,5,Very easy,Not too familiar,Yes,Wrong track,I will definitely vote,1.101034215
975,1,35-54,Bronx,1,,5,,2,,3,4,,Associates or other two-year degree,Male,Somewhat liberal or progressive,Much more likely,Plan to vote in-person on June 22,Jobs,,The Democratic party,White,5,Very easy,Moderately familiar,Yes,Right direction,I will definitely vote,0.868864859
826,1,18-34,Staten Island,,4,,3,2,,1,,,Four-year college graduate (bachelors degree),Female,Very liberal or progressive,No change,Plan to vote early in-person,Transportation,5.0,The Democratic party,White,5,Hard,Moderately familiar,Yes,Right direction,I will definitely vote,0.605673341
891,2,55-64,Bronx,,,5,,1,2,4,3,,High school graduate,Female,Moderate,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,Black,5,Very easy,Not too familiar,Yes,Not sure,I will definitely vote,1.16535694
53,2,65+,Manhattan,,,,1,3,,,2,,Graduate or professional degree,Female,Somewhat liberal or progressive,No change,Not sure,Homelessness,,The Democratic party,White,5,Not sure,Not too familiar,Yes,Not sure,I will definitely vote,0.796887942
175,1,35-54,Brooklyn,4,,1,2,3,,,,,Graduate or professional degree,Female,Very liberal or progressive,No change,Plan to vote early in-person,Education/Schools,,The Democratic party,Black,5,Hard,Very familiar,Yes,Wrong track,I will definitely vote,0.835080099
14,1,35-54,Brooklyn,,,1,,,3,2,,,Graduate or professional degree,Female,Moderate,No change,Plan to vote in-person on June 22,Housing,3.0,The Democratic party,Black,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,0.835080099
184,1,35-54,Brooklyn,,,,1,,,,,,Graduate or professional degree,Male,Moderate,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,AAPI,5,Easy,Moderately familiar,Yes,Wrong track,I will definitely vote,1.005231308
722,2,55-64,Manhattan,,4,,1,3,2,5,,,Associates or other two-year degree,Male,Somewhat conservative,Somewhat less likely,,COVID-19/coronavirus,,The Democratic party,Hispanic,5,Easy,Not sure,Yes,Right direction,I will definitely vote,1.099513417
122,1,18-34,Staten Island,2,,1,,5,,3,4,,Four-year college graduate (bachelors degree),Female,Moderate,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,Hispanic,5,Easy,Moderately familiar,Yes,Wrong track,I will definitely vote,0.608548312
504,2,65+,Brooklyn,4,,1,2,,3,,5,,"Some college, but no degree",Male,Somewhat conservative,Much more likely,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,1.143439381
177,2,55-64,Brooklyn,1,,2,3,,5,4,,,High school graduate,Male,Very conservative,Somewhat less likely,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,1.120522297
18,2,65+,Manhattan,2,,1,3,4,,5,,,High school graduate,Female,Not sure,No change,Plan to vote early in-person,Housing,,The Democratic party,Black,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,1.351388907
505,1,35-54,Brooklyn,5,2,4,,,1,3,,,High school graduate,Male,Somewhat conservative,Somewhat more likely,Plan to vote by absentee ballot,Jobs,,The Democratic party,Hispanic,5,Easy,Not too familiar,Yes,Right direction,I will definitely vote,1.015813897
845,2,55-64,Staten Island,,,1,,,,,,,High school graduate,Female,Not sure,No change,Plan to vote early in-person,Something else (please specify),,The Democratic party,White,5,Not sure,Not too familiar,Yes,Not sure,I will definitely vote,0.714763296
113,2,65+,Manhattan,,3,,4,2,,1,5,,Graduate or professional degree,Male,Very liberal or progressive,Somewhat more likely,Plan to vote by absentee ballot,Something else (please specify),,The Democratic party,Other,5,Very easy,Not too familiar,Yes,Not sure,I will definitely vote,0.530826998
589,2,65+,Manhattan,,,,1,2,,,,,Four-year college graduate (bachelors degree),Female,Very liberal or progressive,Much more likely,Plan to vote in-person on June 22,Housing,,The Democratic party,White,5,Very easy,Moderately familiar,Yes,Not sure,I will definitely vote,0.831163004
637,2,65+,Manhattan,,,1,,,,2,,,Four-year college graduate (bachelors degree),Male,Very liberal or progressive,No change,Plan to vote in-person on June 22,Transportation,,The Democratic party,White,5,Easy,Very familiar,Yes,Right direction,I will definitely vote,0.794972914
231,2,65+,Queens,,1,,4,2,,3,5,,Associates or other two-year degree,Male,Very liberal or progressive,Much more likely,Plan to vote in-person on June 22,Housing,,The Democratic party,Hispanic,5,Very easy,Moderately familiar,Yes,Right direction,I will definitely vote,1.31035969
595,1,35-54,Manhattan,1,,,,,,,,,Four-year college graduate (bachelors degree),Female,Moderate,No change,Plan to vote by absentee ballot,Crime,,The Democratic party,AAPI,5,Hard,Very familiar,Yes,Wrong track,I will definitely vote,1.070563061
624,1,35-54,Manhattan,,,,,1,,2,,,High school graduate,Male,Very liberal or progressive,Much more likely,Plan to vote in-person on June 22,Police reform,,The Democratic party,White,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,0.987372377
533,2,65+,Manhattan,,,,2,1,,3,4,,Four-year college graduate (bachelors degree),Male,Very liberal or progressive,No change,Plan to vote early in-person,Housing,,The Democratic party,White,5,Very easy,Moderately familiar,Yes,Right direction,I will definitely vote,0.794972914
974,2,55-64,Bronx,,2,,,,1,,,,"Some college, but no degree",Male,Moderate,Somewhat more likely,Plan to vote by absentee ballot,Police reform,,The Democratic party,Hispanic,5,Hard,Moderately familiar,Yes,Right direction,I will definitely vote,0.967546382
482,2,55-64,Brooklyn,3,5,2,,,,1,4,,Associates or other two-year degree,Male,Somewhat liberal or progressive,No change,Plan to vote early in-person,COVID-19/coronavirus,,The Democratic party,Black,5,Easy,Very familiar,Yes,Right direction,I will definitely vote,1.296971425
696,1,35-54,Manhattan,5,,1,2,,3,,4,,Associates or other two-year degree,Male,Somewhat liberal or progressive,Much more likely,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Very easy,Moderately familiar,Yes,Right direction,I will definitely vote,0.987372377
120,2,65+,Queens,2,4,3,1,5,,,,,"Some college, but no degree",Female,Very liberal or progressive,No change,Plan to vote in-person on June 22,Police reform,,The Democratic party,White,5,Very easy,Moderately familiar,Yes,Right direction,I will definitely vote,1.36353972
512,2,55-64,Brooklyn,1,5,4,2,3,,,,,"Some college, but no degree",Male,Somewhat liberal or progressive,Not sure,Plan to vote in-person on June 22,Housing,,The Democratic party,Hispanic,5,Not sure,Moderately familiar,Yes,Not sure,I will definitely vote,1.12584112
671,2,65+,Manhattan,,,3,2,,,1,4,,Graduate or professional degree,Male,Very liberal or progressive,No change,Plan to vote early in-person,Housing,,The Democratic party,Other,5,Easy,Very familiar,Yes,Right direction,I will definitely vote,0.530826998
846,2,65+,Staten Island,1,2,4,3,5,,,,,Associates or other two-year degree,Female,Somewhat liberal or progressive,No change,,Police reform,,The Democratic party,Other,5,Not sure,Moderately familiar,Yes,Right direction,I will definitely vote,0.507977534
882,2,65+,Bronx,,2,,4,3,,1,,,Graduate or professional degree,Female,Not sure,No change,Plan to vote early in-person,Jobs,,The Democratic party,Hispanic,5,Very easy,Very familiar,Yes,Not sure,I will definitely vote,0.704571577
754,2,65+,Queens,5,2,,1,,,3,4,,High school graduate,Female,Somewhat liberal or progressive,No change,Plan to vote early in-person,Crime,,The Democratic party,White,5,Not sure,Not too familiar,Yes,Wrong track,I will definitely vote,1.36353972
580,1,18-34,Manhattan,,2,,,1,,,,,Graduate or professional degree,Female,Very liberal or progressive,No change,Plan to vote in-person on June 22,Police reform,2.0,The Democratic party,White,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,0.929533548
345,2,65+,Queens,,,1,2,3,,,,,"Some college, but no degree",Female,Very liberal or progressive,No change,Plan to vote early in-person,COVID-19/coronavirus,,The Democratic party,White,5,Easy,Very familiar,Yes,Right direction,I will definitely vote,1.36353972
391,1,18-34,Brooklyn,,2,,,1,,3,,,Four-year college graduate (bachelors degree),Female,Very liberal or progressive,Not sure,Plan to vote early in-person,Police reform,2.0,The Democratic party,White,5,Very easy,Very familiar,Yes,Right direction,I will definitely vote,0.99272873
766,2,55-64,Queens,,4,1,,3,,,2,,High school graduate,Female,Moderate,No change,Plan to vote early in-person,Something else (please specify),,The Democratic party,Black,5,Very easy,Very familiar,Yes,Not sure,I will definitely vote,1.546625106
379,2,65+,Brooklyn,,,1,3,,4,2,5,,Four-year college graduate (bachelors degree),Male,Very liberal or progressive,No change,Plan to vote by absentee ballot,Crime,,The Democratic party,Black,5,Hard,Moderately familiar,Yes,Right direction,I will definitely vote,0.942190693
776,1,35-54,Queens,,,1,2,,,4,3,,"Some college, but no degree",Male,Moderate,Somewhat less likely,Plan to vote early in-person,Crime,,The Democratic party,White,5,Hard,Moderately familiar,Yes,Wrong track,I will definitely vote,1.153130134
163,1,18-34,Manhattan,1,4,,3,5,,,2,,Associates or other two-year degree,Female,Somewhat conservative,Somewhat more likely,Plan to vote in-person on June 22,Housing,,The Democratic party,Hispanic,5,Easy,Moderately familiar,Yes,Right direction,I will definitely vote,1.368342644
7,2,65+,Brooklyn,4,5,1,,,2,,3,,Graduate or professional degree,Female,Moderate,Somewhat more likely,Plan to vote by absentee ballot,Education/Schools,,The Democratic party,Black,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,0.944460357
800,2,55-64,Staten Island,,,2,4,,1,3,5,,Four-year college graduate (bachelors degree),Male,Somewhat liberal or progressive,No change,Plan to vote early in-person,Education/Schools,,The Democratic party,Black,5,Easy,Not familiar at all,Yes,Not sure,I will definitely vote,0.563318527
109,2,55-64,Brooklyn,1,,3,2,,,5,4,,"Some college, but no degree",Male,Moderate,Much more likely,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,1.120522297
410,2,65+,Queens,,1,,3,2,,5,4,,"Some college, but no degree",Female,Very liberal or progressive,No change,Plan to vote early in-person,Police reform,,The Democratic party,White,5,Very easy,Very familiar,Yes,Not sure,I will definitely vote,1.36353972
339,1,35-54,Brooklyn,,,2,4,1,,,3,,Graduate or professional degree,Male,Somewhat liberal or progressive,No change,Plan to vote early in-person,Jobs,5.0,The Democratic party,AAPI,5,Easy,Very familiar,Yes,Wrong track,I will definitely vote,1.005231308
338,1,35-54,Manhattan,3,,1,2,,4,,,,Graduate or professional degree,Female,Somewhat conservative,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Easy,Very familiar,Yes,Wrong track,I will definitely vote,0.704598406
334,1,35-54,Brooklyn,,,2,,1,,,,,Graduate or professional degree,Male,Moderate,Somewhat less likely,Plan to vote in-person on June 22,Police reform,,The Democratic party,Black,5,Hard,Moderately familiar,Yes,Not sure,I will definitely vote,0.798719453
160,2,55-64,Brooklyn,4,3,1,,2,5,,,,"Some college, but no degree",Female,Not sure,Not sure,Plan to vote in-person on June 22,Crime,,The Democratic party,Black,5,Very easy,Not too familiar,Yes,Not sure,I will definitely vote,1.356014333
93,1,35-54,Brooklyn,3,,1,,,,2,,,Vocational or technical school,Male,Very conservative,Much more likely,Plan to vote in-person on June 22,Crime,5.0,The Democratic party,Black,5,Very easy,Not familiar at all,Yes,Right direction,I will definitely vote,1.170219824
579,1,18-34,Manhattan,,,5,2,1,4,3,,,Graduate or professional degree,Male,Somewhat liberal or progressive,Somewhat more likely,Plan to vote early in-person,Crime,,The Democratic party,AAPI,5,Hard,Very familiar,Yes,Wrong track,I will definitely vote,1.295128457
213,1,35-54,Brooklyn,2,5,1,,3,,4,,,Associates or other two-year degree,Male,Very liberal or progressive,Much more likely,Plan to vote early in-person,Crime,,The Democratic party,White,5,Very easy,Very familiar,Yes,Right direction,I will definitely vote,1.011014876
52,1,35-54,Brooklyn,3,5,,1,2,,4,,,Four-year college graduate (bachelors degree),Female,Very liberal or progressive,No change,Plan to vote in-person on June 22,Jobs,,The Democratic party,White,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,0.752501167
455,2,65+,Queens,,2,,3,1,,,,,"Some college, but no degree",Female,Very liberal or progressive,No change,Plan to vote by absentee ballot,Transportation,,The Democratic party,White,5,Easy,Very familiar,Yes,Not sure,I will definitely vote,1.36353972
241,2,65+,Queens,,5,3,,1,2,,4,,"Some college, but no degree",Female,Moderate,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Hard,Not too familiar,Yes,Not sure,I will definitely vote,1.36353972
976,1,18-34,Manhattan,,1,,,2,,,3,,Four-year college graduate (bachelors degree),Male,Very liberal or progressive,Much more likely,Plan to vote early in-person,Housing,,The Democratic party,Hispanic,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,0.931701402
336,2,65+,Queens,,3,,1,5,,2,4,,"Some college, but no degree",Female,Very liberal or progressive,No change,Plan to vote by absentee ballot,COVID-19/coronavirus,,The Democratic party,White,5,Very Hard,Moderately familiar,Yes,Not sure,I will definitely vote,1.36353972
518,2,65+,Manhattan,,,2,1,4,,3,5,,Four-year college graduate (bachelors degree),Female,Very liberal or progressive,No change,Plan to vote in-person on June 22,Housing,,The Democratic party,White,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,0.831163004
670,1,35-54,Manhattan,,,,1,5,4,2,3,,Four-year college graduate (bachelors degree),Female,Somewhat liberal or progressive,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,Other,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,0.511823503
315,1,35-54,Brooklyn,2,5,1,,4,3,,,,Associates or other two-year degree,Female,Moderate,Much less likely,Plan to vote in-person on June 22,Healthcare,,The Democratic party,Black,5,Very easy,Moderately familiar,Yes,Not sure,I will definitely vote,1.223492534
439,2,55-64,Brooklyn,1,,2,,,,,,,Associates or other two-year degree,Male,Moderate,No change,Plan to vote in-person on June 22,Something else (please specify),3.0,The Democratic party,Other,5,Very Hard,Moderately familiar,Yes,Wrong track,I will definitely vote,0.780387174
835,2,65+,Staten Island,3,,2,1,,,,,,Graduate or professional degree,Female,Moderate,No change,,Crime,,The Democratic party,White,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,0.497830724
943,2,55-64,Queens,,3,5,1,4,,2,,,"Some college, but no degree",Female,Very liberal or progressive,Somewhat less likely,Plan to vote in-person on June 22,Police reform,,The Democratic party,White,5,Hard,Moderately familiar,Yes,Right direction,I will probably vote,1.336211333
180,1,35-54,Brooklyn,5,,3,1,,2,4,,,Vocational or technical school,Male,Moderate,No change,Plan to vote in-person on June 22,Housing,,The Democratic party,Black,5,Very easy,Moderately familiar,Yes,Wrong track,I will probably vote,1.170219824
133,2,65+,Brooklyn,1,,2,3,,,5,4,,Associates or other two-year degree,Female,Somewhat liberal or progressive,Much less likely,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Easy,Not too familiar,Yes,Wrong track,I will probably vote,1.195492946
17,1,35-54,Bronx,,1,,2,,,,3,,High school graduate,Female,Not sure,Much more likely,Plan to vote in-person on June 22,Education/Schools,4.0,The Democratic party,Hispanic,5,Very easy,Very familiar,Yes,Not sure,I will probably vote,0.912730806
702,1,35-54,Manhattan,2,4,,1,5,,3,,,"Some college, but no degree",Female,Very liberal or progressive,Much more likely,Plan to vote in-person on June 22,Education/Schools,,The Democratic party,White,5,Easy,Not too familiar,Yes,Right direction,I will probably vote,1.032321198
375,1,18-34,Brooklyn,,,1,2,3,4,5,,,Graduate or professional degree,Female,Moderate,No change,Plan to vote by absentee ballot,Police reform,,The Democratic party,Black,5,Very easy,Moderately familiar,Yes,Not sure,I will probably vote,1.10167006
526,2,55-64,Manhattan,,,,,1,,,,,Four-year college graduate (bachelors degree),Female,Somewhat liberal or progressive,No change,Plan to vote in-person on June 22,Something else (please specify),,The Democratic party,White,5,Not sure,Not too familiar,Yes,Not sure,I will probably vote,0.814504638
487,2,65+,Brooklyn,3,,2,1,,,,,,Four-year college graduate (bachelors degree),Female,Moderate,No change,Plan to vote in-person on June 22,Police reform,,The Democratic party,White,5,Very easy,Moderately familiar,Yes,Wrong track,I will probably vote,0.851065092
920,1,18-34,Bronx,,,,,,,1,,,Associates or other two-year degree,Female,Moderate,Not sure,Plan to vote in-person on June 22,Education/Schools,,The Democratic party,Hispanic,5,Easy,Not familiar at all,Yes,Not sure,I will probably vote,1.204109885
324,1,18-34,Brooklyn,2,,1,,,3,,,,"Some college, but no degree",Male,Very conservative,No change,Plan to vote early in-person,Crime,,The Democratic party,White,5,Easy,Very familiar,Yes,Wrong track,I will probably vote,1.333770043
137,2,65+,Manhattan,1,,3,,2,5,,4,,Four-year college graduate (bachelors degree),Female,Somewhat liberal or progressive,Much more likely,Plan to vote in-person on June 22,Police reform,,The Democratic party,White,5,Very easy,Very familiar,Yes,Not sure,I will probably vote,0.831163004
